location,family,subfamily,genus,species,subspecies,original entry,source,calibration,FO_LO,...11,...12,age,pal_lat
Denmark3,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,0% in Rhaetian,"Poulsen and Riding, 2003 sensu Riding et al., 2010",0 in stage_Rhaetian,FO,NA,NA,205.74,41.1282
Jutland,Cladopyxiaceae,all,Licracysta,semicirculata,NA,25% in C8n.2n,"Śliwińska et al., 2012",0.25 in mag_C8n.2n,LO,NA,NA,25.81625,51.5347
959,Gonyaulacaceae,other,Fibrocysta,axialis,NA,50% danian,"Masure et al., 1998",0.5 in stage_Danian,FO,NA,NA,63.85,-9.692
959,Gonyaulacaceae,other,Fibrocysta,bipolaris,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724,-9.9724
959,Gonyaulacaceae,other,Fibrocysta,radiata,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724,-9.9724
compilation2,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,rigaudiae,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,NA,NA,2.1256,52.6657
compilation2,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tegillatum,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,NA,NA,2.1256,52.6657
611,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,psilatum,NA,50% in NN16,"Mudie, 1987",0.5 in nan_n_NN18,FO,NA,NA,2.16,50.148
North Sea Compilation,Areoligeraceae,all,Glaphyrocysta,laciiniformis,NA,45% in NP25,"Powell, 1992",0.45 in nan_n_NP25,LO,NA,NA,25.1522,47.48478
block15,Areoligeraceae,all,Chiropteridium,plexus,NA,50% CP19,"Torricelli et al., 2022",0.5 in nan_c_CP19,FO,NA,NA,25.74665,-12.704531
Czestochowa,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,apatela,NA,75% in aurigerus,"Poulsen, 1998",0.75 in amm_t_Procerites aurigerus,FO,NA,NA,167.12,37.094
Czestochowa,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,dangeardii,NA,75% in aurigerus,"Poulsen, 1998",0.75 in amm_t_Procerites aurigerus,FO,NA,NA,167.12,37.094
nw Australia compilation,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,NA,60% in bathonian,"Riding et al., 2010",0.6 in stage_Bathonian,FO,NA,NA,166.442,-37.42022
Arctic Basin,Gonyaulacaceae,Gonyaulacoideae,Atopodinium,prostatum,NA,0% hodsoni,"Bujak et al., 2022",0 in amm_b_Procerites hodsoni,FO,NA,NA,166.04,69.2336
Jylland,Peridiniaceae,Deflandreoideae,Palaeocystodinium,miocaenicum,NA,85% NN4,"Dybkjaer and Piasecki, 2010",0.85 in nan_n_NN4,FO,NA,NA,15.322,52.38882
400,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,poculum,NA,50% NN18,"Harland, 1979",0.5 in nan_n_NN18,LO,NA,NA,2.16,46.752
911,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,crassum,NA,80% in C1r,"Matthiessen and Brenner, 1996",0.8 in mag_C2r.2r,LO,NA,NA,2.231,80.48
Massignano,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,michoudii,NA,100% C13n,"Van Mourik and Brinkhuis, 2005",1 in mag_C13n,LO,NA,NA,33.214,36.12319903
Tusa,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,45% in CP16b,"Baruffini et al., 2002",0.45 in nan_c_CP16b,LO,NA,NA,33.2225,30.737
959,Gonyaulacaceae,other,Liesbergia,abdounensis,NA,100% danian,"Masure et al., 1998",1 in stage_Danian,LO,NA,NA,61.66,-9.8672
985,Cladopyxiaceae,all,Licracysta,semicirculata,NA,50% C8r,"Eldrett et al., 2019",0.5 in mag_C8r,LO,NA,NA,26.2035,60.93151
959,Ceratiaceae,all,Odontochitina,operculata,NA,0% in danian,"Masure et al., 1998",0 in stage_Danian,LO,NA,NA,66.04,-9.5168
North Sea Compilation,Ceratiaceae,all,Xenascus,ceratioides,NA,75% Maastrichtian,"Costa and Davey, 1992",0.75 in stage_Maastrichtian,LO,NA,NA,67.5725,41.85725
1172,Ceratiaceae,all,Odontochitina,operculata,NA,50% C31n,"Brinkhuis et al., 2003b",0.5 in mag_C31n,LO,NA,NA,68.811,-61.17409
Massignano,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,80% C13n,"Van Mourik and Brinkhuis, 2005",0.8 in mag_C13n,LO,NA,NA,33.3164,36.09043103
North Sea Compilation,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,arcuatum,NA,33% in P18,"Powell, 1992",0.33 in plfor_A_P18,LO,NA,NA,33.418415,46.48723775
synthesis N Germany,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,60% NP21,"Köthe, 2012",0.6 in nan_n_NP21,LO,NA,NA,33.528,47.459
Priabona,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,33% C13n,"Brinkhuis, 1994",0.33 in mag_C13n,LO,NA,NA,33.55704,37.75950667
Adana,Peridiniaceae,Deflandreoideae,Palaeocystodinium,ventricosum,NA,0% P5,"Türkecan et al., 2018",0.5 in plfor_B_M5b,FO,NA,NA,15.695,34.5305
Marche,Peridiniaceae,Deflandreoideae,Palaeocystodinium,ventricosum,NA,100% in C5Cn,"Zevenboom, 1995",1 in mag_C5Cn,FO,NA,NA,15.994,39.02263599
North Sea Compilation,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,comatum,NA,100% in NP24,"Powell, 1992",1 in nan_n_NP24,LO,NA,NA,26.81,47.319
North Sea Compilation,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,coreoides,NA,100% in NP24,"Powell, 1992",1 in nan_n_NP24,LO,NA,NA,26.81,47.319
Massignano_Monte Cagnero,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,20% C13n1,"Brinkhuis and Biffi, 1993",0.2 in mag_C13n,LO,NA,NA,33.6236,35.65539487
Hor Harar,Protoperidiniaceae,all,Phelodinium,magnificum,NA,96% hantkeninoides,"Eshet et al., 1992",0.96 in plfor_B_Plummerita hantkeninoides,FO,NA,NA,66.054,12.5946
Mudurnu Basin,Protoperidiniaceae,all,Lejeunecysta,izerzenensis,NA,0% P0,"Açikalin et al., 2015",0 in plfor_B_P0,FO,NA,NA,66.04,30.4
Arctic Basin,Gonyaulacaceae,Gonyaulacoideae,Atopodinium,haromense,NA,0% in orbis,"Bujak et al., 2022",0 in amm_b_Oxycerites orbis,FO,NA,NA,165.72,69.2848
Arctic Basin,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,adecta,NA,0% in orbis,"Bujak et al., 2022",0 in amm_b_Oxycerites orbis,FO,NA,NA,165.72,69.2848
Shukheir-1,Peridiniaceae,Deflandreoideae,Palaeocystodinium,minor,NA,55% NN4,"Soliman et al., 2012",0.55 in nan_n_NN4,LO,NA,NA,16.246,24.38834
Arctic Basin,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,rhombiformis,NA,0% in orbis,"Bujak et al., 2022",0 in amm_b_Oxycerites orbis,FO,NA,NA,165.72,69.2848
North Sea Compilation,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,adecta longicornis,0% discus,"Riding and Thomas, 1992",0 in amm_b_Clydoniceras discus,FO,NA,NA,165.5,35.475
North Sea Compilation,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,pulchrum,NA,0% discus,"Riding and Thomas, 1992",0 in amm_b_Clydoniceras discus,FO,NA,NA,165.5,35.475
Czestochowa,Gonyaulacaceae,Gonyaulacoideae,Escharisphaeridia,pelionensis,NA,100% in retrocostatum,"Poulsen, 1998",1 in amm_t_Hecticoceras retrocostatum,LO,NA,NA,165.5,37.175
nw Australia compilation,Shublikodiniaceae,all,Dapcodinium,priscum,NA,0% in Rhaetian,"Riding et al., 2010",0 in stage_Rhaetian,FO,NA,NA,205.74,-24.3202
Czestochowa,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,eisenackii,NA,50% in discus,"Poulsen, 1998",0.5 in amm_t_Clydoniceras discus,LO,NA,NA,165.395,37.18025
959,Gonyaulacaceae,other,Trichodinium,castanea,NA,0% campanian,"Masure et al., 1998",0 in stage_Campanian,FO,NA,NA,83.65,-7.9985
959,Gonyaulacaceae,other,Trichodinium,castanea,NA,50% in maastrichtian,"Masure et al., 1998",0.5 in stage_Maastrichtian,LO,NA,NA,69.105,-9.2716
Pannonian Basin,Peridiniaceae,Deflandreoideae,Palaeocystodinium,miocaenicum,NA,50% NN4,"Jiménez-Moreno et al., 2006",0.5 in nan_n_NN4,FO,NA,NA,16.4,45.155
nw Australia compilation,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,dangeardii,NA,0% in callovian,"Riding et al., 2010",0 in stage_Callovian,FO,NA,NA,165.29,-37.5239
North Sea Coast,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,apatela,NA,0% macrocephalus,"Riley and Fenton, 1982",0 in amm_b_Macrocephalites herveyi,FO,NA,NA,165.29,32.0565
Gulf of Guinea,Ceratiaceae,all,Odontochitina,operculata,NA,40% in Maastrichtian,"Guerrero-Murcia and Helenes, 2022",0.4 in stage_Maastrichtian,LO,NA,NA,69.718,4.55488
North Sea Compilation,Ceratiaceae,all,Odontochitina,costata,NA,100% lanceolata,"Costa and Davey, 1992",1 in amm_b_Nostoceras hyatti,LO,NA,NA,69.91,42.091
North Sea Compilation,Ceratiaceae,all,Odontochitina,operculata,NA,100% lanceolata,"Costa and Davey, 1992",1 in amm_b_Nostoceras hyatti,LO,NA,NA,69.91,42.091
Singa,Gonyaulacaceae,Cribroperidinioideae,Hapsocysta,fenestrata,NA,top NN17,"Versteegh and Zevenboom, 1995",1 in nan_n_NN17,LO,NA,NA,2.39,38.0915
815,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,rigaudiae,NA,80% in CN12c,"McMinn, 1993",0.8 in nan_c_CN12c,LO,NA,NA,2.418,-19.557875
Massignano,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,ebdonii,NA,20% C13n,"Van Mourik and Brinkhuis, 2005",0.2 in mag_C13n,FO,NA,NA,33.6236,35.99212703
nw Australia compilation,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,0% in  Rhaetian,"Riding et al., 2010",0 in stage_Rhaetian,FO,NA,NA,205.74,-24.3202
Scotian Margin,Shublikodiniaceae,all,Dapcodinium,priscum,NA,60% in Rhaetian,"Williams et al., 1993",0.6 in stage_Rhaetian,FO,NA,NA,203.112,21.62408
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Dissiliodinium,psilatum,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.576,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Dissiliodinium,psilatum,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.48,37.864
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Dissiliodinium,globulus,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.828
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Edwardsiella,sexispinosa,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.36,37.848
North Sea Central Graben,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,50% NP21,"Bujak and Mudge, 1994",0.5 in nan_n_NP21,LO,NA,NA,33.68,51.79314286
nw Australia compilation,Shublikodiniaceae,all,Rhaetogonyaulax,wigginsii,NA,80% in Rhaetian,"Riding et al., 2010",0.8 in stage_Rhaetian,LO,NA,NA,202.236,-23.51428
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Glossodinium,dimorphum,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.48,37.864
Scotian Margin,Pareodiniaceae,all,Aprobolocysta,eilema,NA,50% in Albian,"Williams et al., 1993",0.5 in stage_Albian,LO,NA,NA,106.85,39.3455
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,centriconnata,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,NA,NA,165.29,27.072625
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,eisenackii,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,NA,NA,165.29,27.072625
North Sea Compilation,Goniodomaceae,all,Hystrichosphaeridium,arborispinum,NA,15% bidentatum,"Costa and Davey, 1992",0.15 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.49,41.204
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Hystrichosphaerina,orbifera,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.576,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Hystrichosphaerina,orbifera,NA,20% in pectinatus,"Bailey et al., 1997",0.2 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.24,37.832
nw Australia compilation,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,90% in Rhaetian,"Riding et al., 2010",0.9 in stage_Rhaetian,LO,NA,NA,201.798,-23.41354
Hold With Hope,Pareodiniaceae,all,Batioladinium,shaftesburiense,NA,40% Albian,"Nøhr-Hansen et al., 2020",0.4 in stage_Albian,FO,NA,NA,108.12,58.0128
1411,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,0% in C13n,"Egger et al., 2016",0 in mag_C13n,LO,NA,NA,33.726,33.8548
1411,Gonyaulacaceae,Leptodinioideae,Lophocysta,sulcolimbata,NA,0% in C13n,"Egger et al., 2016",0 in mag_C13n,LO,NA,NA,33.726,33.8548
338,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,0% C13n,"Eldrett and Harding, 2009",0 in mag_C13n,LO,NA,NA,33.726,61.619525
643,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,0% C13n,"Eldrett et al., 2004",0 in mag_C13n,LO,NA,NA,33.726,61.28591429
Vallentigny,Pareodiniaceae,all,Batioladinium,jaegeri,NA,50% comatteanum,"Davey and Verdier, 1971",0.75 in amm_b_Douvilleiceras mammillatum,FO,NA,NA,110.3825,39.71075
765,Pareodiniaceae,all,Batioladinium,longicornutum,NA,23% C34n,"Helby and McMinn, 1992",0.23 in mag_C34n,LO,NA,NA,112.3818484,-48.98090758
765,Pareodiniaceae,all,Batioladinium,jaegeri,NA,23% C34n,"Helby and McMinn, 1992",0.23 in mag_C34n,LO,NA,NA,112.3818484,-48.98090758
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,NA,NA,165.29,27.072625
913,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,0% C13n,"Eldrett et al., 2004",0 in mag_C13n,LO,NA,NA,33.726,66.8685
985,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,0% C13n,"Eldrett et al., 2019",0 in mag_C13n,LO,NA,NA,33.726,59.56165
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Scriniodinium,dictyotum,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.828
Angola,Areoligeraceae,all,Chiropteridium,plexus,NA,33% in CP19b,"Torricelli et al., 2022",0.33 in nan_c_CP19b,FO,NA,NA,26.0015,-0.44021
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,100% in priabonian,"Williams et al., 1993",1 in stage_Priabonian,LO,NA,NA,33.9,35.998
Zaragoza,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,pectinigera,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,LO,NA,NA,165.29,25.369375
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,eisenackii,NA,20% macrocephalus,"Smelror et al., 1991",0.2 in amm_t_Bullatimorphites bullatus,LO,NA,NA,165.168,27.0894
Zaragoza,Gonyaulacaceae,Gonyaulacoideae,Escharisphaeridia,pocockii,NA,100% in bullatus,"Smelror et al., 1991",0.5 in amm_t_Bullatimorphites bullatus,FO,NA,NA,164.985,25.3884375
North Sea Compilation,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,100% in P17,"Powell, 1992",1 in plfor_A_P16/P17,LO,NA,NA,34.07,46.3895
Angola,Areoligeraceae,all,Membranophoridium,aspinatum,NA,33% in CP19b,"Torricelli et al., 2022",0.33 in nan_c_CP19b,FO,NA,NA,26.0015,-0.44021
North Sea Compilation,Areoligeraceae,all,Chiropteridium,lobospinosum,NA,15% in P22,"Powell, 1992",0.15 in plfor_A_P22,LO,NA,NA,26.41959,47.358041
Tusa,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% in CP16a,"Baruffini et al., 2002",0.5 in nan_c_CP16a,LO,NA,NA,33.955,30.63933333
908,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,20% C8n.2n,"Eldrett et al., 2019",0.2 in mag_C8n.2n,LO,NA,NA,25.8504,71.45328
985,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,5% C8n.2n,"Eldrett et al., 2019",0.05 in mag_C8n.2n,LO,NA,NA,25.95285,60.966601
Zaragoza,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,NA,100% in bullatus,"Smelror et al., 1991",0.5 in amm_t_Bullatimorphites bullatus,FO,NA,NA,164.985,25.3884375
Milne Land,Gonyaulacaceae,Gonyaulacoideae,Escharisphaeridia,pelionensis,NA,50% in apertum,"Smelror, 1988a",0.5 in amm_b_Macrocephalites herveyi,FO,NA,NA,164.945,46.50825
Denmark3,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,100% in Rhaetian,"Poulsen and Riding, 2003 sensu Riding et al., 2010",1 in stage_Rhaetian,LO,NA,NA,201.36,43.6248
610,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,vacuolatum,NA,5% C2r.2r,"De Schepper and Head, 2009",0.05 in mag_C2r.2r,LO,NA,NA,2.57225,52.15679375
nw Pacific,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,centrocarpum,NA,0% in gelasian,"Bujak and Matsuoka, 1986",0 in stage_Gelasian,LO,NA,NA,2.58,47.5256
Schandelah,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,0% planorbis,"vd Schootbrugge et al., 2019b",0 in amm_b_Psiloceras planorbis,LO,NA,NA,201.26,41.944
Dorset-Yorkshire,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,0%planorbis,"Woollam and Riding, 1983",0 in amm_b_Psiloceras planorbis,LO,NA,NA,201.26,36.586
North Sea Compilation,Cladopyxiaceae,all,Licracysta,semicirculata,NA,15% in P22,"Powell, 1992",0.15 in plfor_A_P22,LO,NA,NA,26.41959,47.358041
815,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,centrocarpum,NA,50% in CN12b,"McMinn, 1993",0.5 in nan_c_CN12b,LO,NA,NA,2.645,-19.6571875
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,janduchenei,NA,3H-3,"Brinkhuis et al., 2003a",0.67 in mag_C2An.1n,LO,NA,NA,2.73921,-42.2052524
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,adecta longicornis,60% macrocephalus,"Smelror et al., 1991",0.6 in amm_t_Bullatimorphites bullatus,FO,NA,NA,164.924,27.12295
607,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,crassum,NA,80% in NN16,"Mudie, 1987",0.8 in nan_n_NN16,LO,NA,NA,2.788,39.0424
765,Goniodomaceae,all,Hystrichosphaeridium,petilum,NA,100% M1n,"Helby and McMinn, 1992",1 in mag_M1n,LO,NA,NA,121.4,-48.866
610,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,eirikianum,NA,50% C2An.1n,"De Schepper and Head, 2008",0.5 in mag_C2An.1n,LO,NA,NA,2.8135,52.0542625
610,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tegillatum,NA,75% NN16,"De Schepper and Head, 2009",0.75 in nan_n_NN16,LO,NA,NA,2.8525,52.0376875
647,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,100% NP20,"Head and Norris, 1989",1 in nan_n_NP19-20,LO,NA,NA,34.44,45.2425
Scotian Margin,Shublikodiniaceae,all,Rhaetogonyaulax,rhaetica,NA,20% in Hettangian,"Williams et al., 1993",0.2 in stage_Hettangian,LO,NA,NA,200.98,22.4982
Schandelah,Shublikodiniaceae,all,Dapcodinium,priscum,NA,100% angulata,"vd Schootbrugge et al., 2019b",1 in amm_b_Schlotheimia angulata,LO,NA,NA,199.46,42.889
Dorset-Yorkshire,Shublikodiniaceae,all,Dapcodinium,priscum,NA,0% in semicostatum,"Woollam and Riding, 1983",0 in amm_b_Arnioceras semicostatum,LO,NA,NA,198.3,38.014
Denmark3,Shublikodiniaceae,all,Dapcodinium,priscum,NA,50% in semicostatum,"Poulsen and Riding, 2003",0.5 in amm_b_Arnioceras semicostatum,LO,NA,NA,197.72,45.3348
Scotian Margin,Shublikodiniaceae,all,Dapcodinium,priscum,NA,30% in sinemurian,"Williams et al., 1993",0.3 in stage_Sinemurian,LO,NA,NA,197.492,24.12892
Arctic Basin,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,reticulatum,NA,0% in obtusum,"Bujak et al., 2022",0 in amm_b_Asteroceras obtusum,FO,NA,NA,196.37,67.2595
Umbria-Marche,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,50% C8r,"Pross et al., 2010",0.5 in mag_C8r,LO,NA,NA,26.2035,37.03933563
Rhine graben,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,15% NP25,"Van Simaeys et al., 2005",0.15 in nan_n_NP25,LO,NA,NA,26.2574,45.980695
North Sea Compilation,Areoligeraceae,all,Chiropteridium,galea,NA,85% in NP24,"Powell, 1992",0.85 in nan_n_NP24,LO,NA,NA,26.858495,47.3141505
synthesis N Germany,Areoligeraceae,all,Chiropteridium,lobospinosum,NA,60% NP24*,"Köthe, 2012",0.6 in nan_n_NP24,LO,NA,NA,26.93932,48.1448544
647,Areoligeraceae,all,Chiropteridium,galea,NA,50% NP24,"Head and Norris, 1989",0.5 in nan_n_NP24,LO,NA,NA,26.97165,46.61914571
Oga,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,centrocarpum,NA,100% N20,"Matsuoka et al., 1987",0.5 in plfor_A_N20/N21,LO,NA,NA,3.15,31.063
607,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,longispinigerum,NA,40% in NN16,"Mudie, 1987",0.4 in nan_n_NN16,LO,NA,NA,3.304,38.93312
Kong Karls Land,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,pectinigera,NA,18% between 0% macrocephalus and 100% athleta,"Smelror, 1988b",0.18 between 0 amm_b_Macrocephalites herveyi 1 amm_b_Peltoceras athleta,FO,NA,NA,164.7788,62.492028
610,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,eirikianum,crebrum,100% C2An.3n,"De Schepper and Head, 2008",1 in mag_C2An.3n,FO,NA,NA,3.33,51.83475
642B,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,janduchenei,NA,68.1,"De Schepper et al., 2017",1 in mag_C2An.3n,LO,NA,NA,3.33,65.28933333
Shukheir-1,Peridiniaceae,Deflandreoideae,Lentinia,wetzelii,NA,50% NN4,"Soliman et al., 2012",0.5 in nan_n_NN4,FO,NA,NA,16.4,24.356
Shukheir-1,Peridiniaceae,Deflandreoideae,Palaeocystodinium,minor,NA,45% NN4,"Soliman et al., 2012",0.45 in nan_n_NN4,FO,NA,NA,16.554,24.32366
block15,Peridiniaceae,Deflandreoideae,Sumatradinium,hispidum,NA,0% CN2,"Torricelli et al., 2022",1 in nan_c_CN2,FO,NA,NA,17.94,-11.39971429
Angola,Peridiniaceae,Deflandreoideae,Sumatradinium,druggii,NA,0% in CN2,"Torricelli et al., 2022",0 in nan_c_CN2,FO,NA,NA,19.01,0.6475
Angola,Peridiniaceae,Deflandreoideae,Sumatradinium,hispidum,NA,0% in CN2,"Torricelli et al., 2022",0 in nan_c_CN2,FO,NA,NA,19.01,0.6475
Chesapeak Bay,Peridiniaceae,Deflandreoideae,Sumatradinium,druggii,NA,0% NN3,"De Verteuil and Norris, 1996",0 in nan_n_NN3,FO,NA,NA,19.18,35.0148
Shukheir-1,Peridiniaceae,Deflandreoideae,Palaeocystodinium,powellense,NA,0% NN3,"Soliman et al., 2012",0 in nan_n_NN3,FO,NA,NA,19.18,23.7722
North Sea Compilation,Shublikodiniaceae,all,Dapcodinium,priscum,NA,100% turneri,"Riding and Thomas, 1992",1 in amm_b_Caenisites turneri,LO,NA,NA,196.37,40.852
nw Australia compilation,Shublikodiniaceae,all,Dapcodinium,priscum,NA,50% in Sinemurian,"Riding et al., 2010",0.5 in stage_Sinemurian,LO,NA,NA,196.18,-24.6044
North Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,spinosum,NA,0% jamesoni,"Bucefalo Palliani and Riding, 2000",0 in amm_b_Uptonia jamesoni,FO,NA,NA,192.9,42.382
1411,Cladopyxiaceae,all,Licracysta,semicirculata,NA,85% in C9n,"Egger et al., 2016",0.85 in mag_C9n,LO,NA,NA,26.57285,35.13311222
647,Areoligeraceae,all,Chiropteridium,lobospinosum,NA,50% NP24,"Head and Norris, 1989",0.5 in nan_n_NP24,LO,NA,NA,26.97165,46.61914571
Jutland,Areoligeraceae,all,Chiropteridium,galea,NA,10% in C9r,"Śliwińska et al., 2012",0.1 in mag_C9r,LO,NA,NA,27.817,51.37464
603A,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tegillatum,NA,25% NN16,"Head & Norris, 2003 sensu Louwye et al., 2004",0.25 in nan_n_NN16,LO,NA,NA,3.4975,34.70057143
nw Pacific,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,crassum,NA,0% in piacenzian,"Bujak and Matsuoka, 1986",0 in stage_Piacenzian,FO,NA,NA,3.6,47.852
Doel,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tegillatum,NA,10% NN16,"Louwye et al., 2004",0.1 in nan_n_NN16,LO,NA,NA,3.691,50.86938333
Denmark3,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,eisenackii,NA,15% in callovian,"Poulsen and Riding, 2003 sensu Riding et al., 2010",0.15 in stage_Callovian,FO,NA,NA,164.726,40.63836
Zaragoza,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,NA,0% in gracilis,"Smelror et al., 1991",0 in amm_t_Macrocephalites gracilis,LO,NA,NA,164.68,25.4075
North Sea Coast,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,pectinigera,NA,100% macrocephalus,"Riley and Fenton, 1982",1 in amm_b_Macrocephalites herveyi,LO,NA,NA,164.6,32.16
