location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,...11,...12,Age,pal_lat
Viborg-1,Gonyaulacaceae,Cribroperidinioideae,Disphaerogena,carposphaeropsis,NA,50% between 0% NP4 and 100% NP5,"Heilmann-Clausen, 1985",0.5 between 0 nan_n_NP4 1 nan_n_NP5,LO,NA,NA,61.321945,45.7321945
Viborg-1,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,wetzelii,NA,10% between 0% NP5 and 100% NP8,"Heilmann-Clausen, 1985",0.1 between 0 nan_n_NP5 1 nan_n_NP8,LO,NA,NA,60.869333,45.6869333
Viborg-1,Goniodomaceae,all,Hystrichosphaeridium,palmatum,NA,50% between 0% NP5 and 100% NP8,"Heilmann-Clausen, 1985",0.5 between 0 nan_n_NP5 1 nan_n_NP8,LO,NA,NA,59.248785,45.6751215
Viborg-1,Gonyaulacaceae,Gonyaulacoideae,Hystrichostrogylon,conincki,NA,25% between 0% NP5 and 100% NP8,"Heilmann-Clausen, 1985",0.25 between 0 nan_n_NP5 1 nan_n_NP8,LO,NA,NA,60.2616275,45.62616275
Viborg-1,Gonyaulacaceae,Cribroperidinioideae,Thalassiphora,inflata,NA,45% between 0% NP5 and 100% NP8,"Heilmann-Clausen, 1985",0.45 between 0 nan_n_NP5 1 nan_n_NP8,LO,NA,NA,59.4513535,45.65486465
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,neptuni,NA,50% jacobi,"Heilmann-Clausen, 1987",0.67 in amm_b_Hypacanthoplites jacobi,LO,NA,NA,113.728,46.64256
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,neptuni,NA,0% albidum,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Ambonosphaera,staffinensis,NA,40% prodichotomites,"Heilmann-Clausen, 1987",0.4 in amm_b_Prodichotomites,LO,NA,NA,135.15,39.8095
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Amphorulacysta,expirata,NA,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.494400000000006
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Amphorulacysta,expirata,NA,0% kochi,"Heilmann-Clausen, 1987",0 in amm_b_Hectoroceras kochi,LO,NA,NA,139.92,38.52160000000001
Central Danish Trough,Ceratiaceae,all,Aptea,polymorpha,NA,0% forbesi,"Heilmann-Clausen, 1987",0 in amm_b_Deshayesites deshayesi,FO,NA,NA,119.97,45.206900000000005
Central Danish Trough,Ceratiaceae,all,Aptea,polymorpha,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spongiosum,NA,0% noricum,"Heilmann-Clausen, 1987",0 in amm_b_Endemoceras noricum,LO,NA,NA,132.26,40.589800000000004
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,maculatum,grande,0% lautus,"Heilmann-Clausen, 1987",0 in amm_b_Dimorphoplites biplicatus,FO,NA,NA,108.11,47.6323
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spongiosum,NA,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.494400000000006
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Avellodinium,falsificum,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Avellodinium,falsificum,NA,0% lamplughi,"Heilmann-Clausen, 1987",0 in amm_b_Subcraspedites lamplughi,FO,NA,NA,143.26,39.2172
Central Danish Trough,Pareodiniaceae,all,Batioladinium,longicornutum,NA,50% amblygonium,"Heilmann-Clausen, 1987",0.5 in amm_b_Endemoceras amblygonium,FO,NA,NA,132.43,40.5439
Central Danish Trough,Pareodiniaceae,all,Batioladinium,longicornutum,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Pareodiniaceae,all,Batioladinium,gochtii,NA,100% regale,"Heilmann-Clausen, 1987",1 in amm_b_Endemoceras regale,LO,NA,NA,130.91,40.9543
Central Danish Trough,Pareodiniaceae,all,Batioladinium,gochtii,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Central Danish Trough,Pareodiniaceae,all,Batioladinium,gochtii,NA,100% albidum,"Heilmann-Clausen, 1987",1 in amm_b_Peregrinoceras albidum,LO,NA,NA,136.59,39.4207
Central Danish Trough,Pareodiniaceae,all,Batioladinium,gochtii,NA,0% runctoni,"Heilmann-Clausen, 1987",0 in amm_b_Runctonia runctoni,FO,NA,NA,141.75,38.885
Central Danish Trough,Pareodiniaceae,all,Batioladinium,gochtii,NA,0% lamplughi,"Heilmann-Clausen, 1987",0 in amm_b_Subcraspedites lamplughi,FO,NA,NA,143.26,39.2172
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,trycherium,NA,0% Speetonensis,"Heilmann-Clausen, 1987",0 in amm_b_Milanowskia speetonensis,FO,NA,NA,129.94,41.224000000000004
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,trycherium,NA,100% nutfieldiensis,"Heilmann-Clausen, 1987",1 in amm_b_Parahoplites nutfieldiensis,LO,NA,NA,114.8,46.396
Central Danish Trough,Areoligeraceae,all,Canningia,reticulata,NA,25% s variabilis,"Heilmann-Clausen, 1987",0.25 in amm_b_Simbirskites variabilis,LO,NA,NA,127.0775,42.369
Central Danish Trough,Areoligeraceae,all,Canningia,reticulata,NA,0% inversus,"Heilmann-Clausen, 1987",0 in amm_b_Speetoniceras inversum,FO,NA,NA,130.91,40.9543
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Carpodinium,obliquicostatum,NA,0% inflatum,"Heilmann-Clausen, 1987",0 in amm_b_Pervenquieria inflatum,FO,NA,NA,103.49,47.9557
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Carpodinium,granulatum,NA,100% Inflatum,"Heilmann-Clausen, 1987",1 in amm_b_Pervenquieria inflatum,LO,NA,NA,103.13,47.980900000000005
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Carpodinium,granulatum,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.8657,44.05372
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Cassiculosphaeridia,magna,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Cauca,parva,NA,100% dentatus,"Heilmann-Clausen, 1987",1 in amm_b_Lyelliceras lyelli,LO,NA,NA,109.69,47.5217
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Cauca,parva,NA,25% rudefissicostatum,"Heilmann-Clausen, 1987",0 in amm_b_Paracrioceras denckmanni,FO,NA,NA,124.4,43.44
Central Danish Trough,Areoligeraceae,all,Cauveridinium,membraniphorum,NA,0% Lautus,"Heilmann-Clausen, 1987",0 in amm_b_Dimorphoplites biplicatus,FO,NA,NA,108.11,47.6323
Central Danish Trough,Areoligeraceae,all,Cerbia,tabulata,NA,100% dispar,"Heilmann-Clausen, 1987",1 in amm_b_Proleymeriella schrammeni,LO,NA,NA,111.27,47.2079
Central Danish Trough,Areoligeraceae,all,Cerbia,tabulata,NA,75% rudefissicostatum,"Heilmann-Clausen, 1987",0.5 in amm_b_Paracrioceras denckmanni,FO,NA,NA,123.255,43.898
Central Danish Trough,Gonyaulacaceae,other,Chytroeisphaeridia,cerastes,NA,100% paratollia,"Heilmann-Clausen, 1987",1 in amm_b_Paratollia/Platylenticeras,LO,NA,NA,134.55,39.9715
Central Danish Trough,Gonyaulacaceae,other,Chytroeisphaeridia,cerastes,NA,0% albidum,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Areoligeraceae,all,Circulodinium,compta,NA,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.494400000000006
Central Danish Trough,Areoligeraceae,all,Circulodinium,compta,NA,100% polyptychites,"Heilmann-Clausen, 1987",1 in amm_b_Polyptychites,LO,NA,NA,135.55,39.701499999999996
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,tenuiceras,NA,0% deshayesi,"Heilmann-Clausen, 1987",0.5 in amm_b_Deshayesites deshayesi,FO,NA,NA,119.53999999999999,45.305800000000005
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,tenuiceras,NA,100% inflatum,"Heilmann-Clausen, 1987",1 in amm_b_Pervenquieria inflatum,LO,NA,NA,103.13,47.980900000000005
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,boreas,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.8657,44.05372
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,cornutum,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.8657,44.05372
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,sepimentum,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,LO,NA,NA,122.8657,44.05372
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,boreas,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,cornutum,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,sepimentum,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,elegantulum,NA,0% albidum,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,elegantulum,NA,0% bowerbanki,"Heilmann-Clausen, 1987",0 in amm_b_Tropaeum bowerbanki,LO,NA,NA,119.11,45.404700000000005
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Cymososphaeridium,validum,NA,0% noricum,"Heilmann-Clausen, 1987",0 in amm_b_Endemoceras noricum,FO,NA,NA,132.26,40.589800000000004
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Cymososphaeridium,validum,NA,50% marginatus,"Heilmann-Clausen, 1987",0.5 in amm_b_Simbirskites marginatus,LO,NA,NA,127.63,42.148
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Dichadogonyaulax,pannea,NA,0% kochi,"Heilmann-Clausen, 1987",0 in amm_b_Hectoroceras kochi,LO,NA,NA,139.92,38.52160000000001
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Dichadogonyaulax,culmula,NA,0% albidum,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,LO,NA,NA,137.81,39.0913
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,cerviculum,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,spinosum,NA,100% albidum,"Heilmann-Clausen, 1987",1 in amm_b_Peregrinoceras albidum,LO,NA,NA,136.59,39.4207
Central Danish Trough,Gonyaulacaceae,other,Discorsia,nannus,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Gonyaulacaceae,other,Discorsia,nannus,NA,0% prodichotomites,"Heilmann-Clausen, 1987",0 in amm_b_Prodichotomites,FO,NA,NA,135.55,39.701499999999996
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Egmontodinium,torynum,NA,50% paratollia,"Heilmann-Clausen, 1987",0.5 in amm_b_Paratollia/Platylenticeras,LO,NA,NA,135.57,39.6961
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Egmontodinium,polyplacophorum,NA,50% stenomphalus,"Heilmann-Clausen, 1987",0.5 in amm_b_Surites stenomphalus,LO,NA,NA,138.03,39.0319
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Ellipsodinium,rugulosum,NA,0% lautus,"Heilmann-Clausen, 1987",0 in amm_b_Dimorphoplites biplicatus,FO,NA,NA,108.11,47.6323
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Ellipsodinium,reticulatum,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.8657,44.05372
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Ellipsodinium,reticulatum,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,plectilis,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.8657,44.05372
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,phragma,NA,50% inversus,"Heilmann-Clausen, 1987",0.5 in amm_b_Speetoniceras inversum,LO,NA,NA,130.425,41.08525
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,phragma,NA,0% stenomphalus,"Heilmann-Clausen, 1987",0 in amm_b_Surites stenomphalus,FO,NA,NA,138.25,38.972500000000004
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,plectilis,NA,100% bowerbanki,"Heilmann-Clausen, 1987",1 in amm_b_Tropaeum bowerbanki,LO,NA,NA,118.76,45.4852
Central Danish Trough,misc,misc,Fromea,quadrugata,NA,60% rudefissicostatum,"Heilmann-Clausen, 1987",0.8 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.568,44.1728
Central Danish Trough,misc,misc,Fromea,quadrugata,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Gardodinium,trabeculosum,NA,100% jacobi,"Heilmann-Clausen, 1987",1 in amm_b_Proleymeriella schrammeni,LO,NA,NA,111.27,47.2079
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Gardodinium,trabeculosum,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Central Danish Trough,Gonyaulacaceae,other,Glossodinium,dimorphum,NA,0% oppressus,"Heilmann-Clausen, 1987",0 in amm_b_Paracraspedites oppressus,LO,NA,NA,144.13,39.4086
Central Danish Trough,Pareodiniaceae,all,Gochteodinia,villosa,villosa,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.494400000000006
Central Danish Trough,Pareodiniaceae,all,Gochteodinia,virgula,NA,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.494400000000006
Central Danish Trough,Pareodiniaceae,all,Gochteodinia,villosa,multifurcata,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Central Danish Trough,Pareodiniaceae,all,Gochteodinia,villosa,villosa,100% albidum,"Heilmann-Clausen, 1987",1 in amm_b_Peregrinoceras albidum,LO,NA,NA,136.59,39.4207
Central Danish Trough,Pareodiniaceae,all,Gochteodinia,virgula,NA,100% lamplughi,"Heilmann-Clausen, 1987",1 in amm_b_Subcraspedites lamplughi,LO,NA,NA,141.75,38.885
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Heslertonia,heslertonensis,NA,100% Forbesi,"Heilmann-Clausen, 1987",0.5 in amm_b_Deshayesites deshayesi,LO,NA,NA,119.53999999999999,45.305800000000005
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Heslertonia,heslertonensis,NA,0% albidium,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,furcatum,NA,0% amblygonium,"Heilmann-Clausen, 1987",0 in amm_b_Endemoceras amblygonium,FO,NA,NA,132.6,40.498000000000005
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,0% amblygonium,"Heilmann-Clausen, 1987",0.8 in amm_b_Endemoceras amblygonium,FO,NA,NA,132.328,40.57144
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,furcatum,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,LO,NA,NA,122.8657,44.05372
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Goniodomaceae,all,Hystrichosphaeridium,arborispinum,NA,0% rudefissicostatum,"Heilmann-Clausen, 1987",0 in amm_b_Haplocrioceras fissicostatum,FO,NA,NA,125.32,43.072
Central Danish Trough,Goniodomaceae,all,Hystrichosphaeridium,arborispinum,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Gonyaulacaceae,other,Hystrichosphaerina,schindewolfii,NA,50% mammilatum,"Heilmann-Clausen, 1987",0.5 in amm_b_Douvilleiceras mammillatum,LO,NA,NA,110.545,47.37465
Central Danish Trough,Gonyaulacaceae,other,Hystrichosphaerina,schindewolfii,NA,0% polyptychites,"Heilmann-Clausen, 1987",0 in amm_b_Polyptychites,FO,NA,NA,136.72,39.385600000000004
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichostrogylon,stolidotum,NA,25% forbesi,"Heilmann-Clausen, 1987",0.12 in amm_b_Deshayesites deshayesi,LO,NA,NA,119.8668,45.230636000000004
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichostrogylon,stolidotum,NA,0% marginatus,"Heilmann-Clausen, 1987",0 in amm_b_Simbirskites marginatus,FO,NA,NA,127.99,42.004000000000005
Central Danish Trough,Peridiniaceae,Deflandreoideae,Isabelidinium,gallium,NA,0% dispar,"Heilmann-Clausen, 1987",0 in amm_b_Pervenquieria fallax,FO,NA,NA,103.13,47.980900000000005
Central Danish Trough,Peridiniaceae,Deflandreoideae,Isabelidinium,gallium,NA,50% dispar,"Heilmann-Clausen, 1987",0 in amm_b_Praeschloenbachia rostratum,LO,NA,NA,101.72,48.0796
Central Danish Trough,Gonyaulacaceae,other,Isthmocystis,distincta,NA,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.494400000000006
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,corrugatum,NA,50% rudefissicostatum,"Heilmann-Clausen, 1987",0.67 in amm_b_Paracrioceras denckmanni,LO,NA,NA,122.8657,44.05372
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,corrugatum,NA,0% albidium,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,eoinodes,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,fasciatum,NA,40% rudefissicostatum,"Heilmann-Clausen, 1987",0.5 in amm_b_Paracrioceras denckmanni,LO,NA,NA,123.255,43.898
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,porosispinum,NA,100% paratollia,"Heilmann-Clausen, 1987",1 in amm_b_Paratollia/Platylenticeras,LO,NA,NA,134.55,39.9715
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,eoinodes,NA,0% albidium,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,fasciatum,NA,0% albidium,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,other,Lagenorhytis,delicatula,NA,0% noricum,"Heilmann-Clausen, 1987",0 in amm_b_Endemoceras noricum,LO,NA,NA,132.26,40.589800000000004
Central Danish Trough,Gonyaulacaceae,other,Lagenorhytis,delicatula,NA,100% icenii,"Heilmann-Clausen, 1987",1 in amm_b_Surites icenii,FO,NA,NA,138.25,38.972500000000004
Central Danish Trough,Peridiniaceae,other,Leberidocysta,chlamydata,NA,0% inflatum,"Heilmann-Clausen, 1987",0 in amm_b_Pervenquieria inflatum,FO,NA,NA,103.49,47.9557
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Leptodinium,cancellatum,NA,0%  jacobi,"Heilmann-Clausen, 1987",0 in amm_b_Hypacanthoplites jacobi,FO,NA,NA,114.8,46.396
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Leptodinium,cancellatum,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,conispinum,NA,50% loricatus,"Heilmann-Clausen, 1987",0.5 in amm_b_Anahoplites intermedius,FO,NA,NA,108.905,47.57665
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,arundum,NA,50% jacobi,"Heilmann-Clausen, 1987",0 in amm_b_Proleymeriella schrammeni,FO,NA,NA,113.2,46.764
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,siphoniphorum,NA,0% inflatum,"Heilmann-Clausen, 1987",0 in amm_b_Pervenquieria inflatum,FO,NA,NA,103.49,47.9557
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,arundum,NA,100% Inflatum,"Heilmann-Clausen, 1987",1 in amm_b_Pervenquieria inflatum,LO,NA,NA,103.13,47.980900000000005
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,conispinum,NA,67% dispar,"Heilmann-Clausen, 1987",0.5 in amm_b_Praeschloenbachia perinflatum,LO,NA,NA,101.16,48.1188
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,glabra,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,polycladiata,NA,0% nutfieldiensis,"Heilmann-Clausen, 1987",0 in amm_b_Parahoplites nutfieldiensis,FO,NA,NA,117.53,45.768100000000004
Central Danish Trough,Ceratiaceae,all,Muderongia,staurota,NA,0% gottschei,"Heilmann-Clausen, 1987",0 in amm_b_Craspedodiscus gottschei,FO,NA,NA,128.82,41.672000000000004
Central Danish Trough,Ceratiaceae,all,Muderongia,simplex,NA,100% forbesi,"Heilmann-Clausen, 1987",0.5 in amm_b_Deshayesites deshayesi,LO,NA,NA,119.53999999999999,45.305800000000005
Central Danish Trough,Ceratiaceae,all,Muderongia,extensiva,NA,50% regale,"Heilmann-Clausen, 1987",0.5 in amm_b_Endemoceras regale,LO,NA,NA,131.36,40.8328
Central Danish Trough,Ceratiaceae,all,Muderongia,tetracantha,NA,100% jacobi,"Heilmann-Clausen, 1987",1 in amm_b_Proleymeriella schrammeni,LO,NA,NA,111.27,47.2079
Central Danish Trough,Ceratiaceae,all,Muderongia,pariata,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Ceratiaceae,all,Muderongia,pariata,NA,40% rudefisscostatum,"Heilmann-Clausen, 1987",0.5 in amm_b_Paracrioceras denckmanni,FO,NA,NA,123.255,43.898
Central Danish Trough,Ceratiaceae,all,Muderongia,staurota,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Central Danish Trough,Ceratiaceae,all,Muderongia,simplex,microperforata,100% paratollia,"Heilmann-Clausen, 1987",1 in amm_b_Paratollia/Platylenticeras,LO,NA,NA,134.55,39.9715
Central Danish Trough,Ceratiaceae,all,Muderongia,tetracantha,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Central Danish Trough,Ceratiaceae,all,Muderongia,extensiva,NA,100% paratollia,"Heilmann-Clausen, 1987",1 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,134.55,39.9715
Central Danish Trough,Ceratiaceae,all,Muderongia,simplex,NA,0% albidum,"Heilmann-Clausen, 1987",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,39.0913
Central Danish Trough,Ceratiaceae,all,Muderongia,simplex,microperforata,100% stenomphalus,"Heilmann-Clausen, 1987",1 in amm_b_Surites stenomphalus,FO,NA,NA,137.81,39.0913
Central Danish Trough,Gonyaulacaceae,other,Nelchinopsis,kostromiensis,NA,0% amblygonium,"Heilmann-Clausen, 1987",0 in amm_b_Endemoceras amblygonium,FO,NA,NA,132.6,40.498000000000005
Central Danish Trough,Gonyaulacaceae,other,Nelchinopsis,kostromiensis,NA,100% S variabilis,"Heilmann-Clausen, 1987",1 in amm_b_Simbirskites variabilis,LO,NA,NA,126.5,42.6
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,scala,NA,100% speetonensis,"Heilmann-Clausen, 1987",1 in amm_b_Milanowskia speetonensis,LO,NA,NA,128.82,41.672000000000004
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,scala,NA,0% polyptychites,"Heilmann-Clausen, 1987",0 in amm_b_Polyptychites,FO,NA,NA,136.72,39.385600000000004
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Occisucysta,tentorium,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
